Nome Oficial;Nome Fantasia
3º Ofício de Registro de Imóveis;Cartório Menezes
4º Ofício de Registro de Imóveis;Cartório Sérgio Ramos
"Ofício do Registro Civil, Títulos e Doc; e Pessoas Jurídicas";Ofício Demétrio
Tabelionato de Notas e Protestos;Tabelionato de Notas e Protesto de Títulos de Laguna 
Ofício do Registro de Imóveis;Cartório Carneiro
Ofício de Registro Civil e Tabelionato de Notas - Pescaria Brava;Ofício de Registro Civil e Tabelionato de Notas
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas - Ribeirão Pequeno;Cartório Ribeirão Pequeno
Ofício de Registro Civil e Tabelionato de Notas;Cartório Minatti
Ofício de Registro Civil, Títulos e Documentos e Pessoas Jurídicas;Cartório Luciano
Tabelionato de Notas e Protesto de Títulos;Tabelionato Diel
Tabelionato de Notas e  Protestos de Títulos;
Ofício de Registro de Imóveis;Cartório de Registro de Imóveis de Lebon Régis
Ofício de Registro Civil Das Pessoas Naturais e Anexos;
Ofício do Registro Civil e Tabelionato de Notas;Cartórioo José Franzen
Ofício de Registro Civil e Tabelionato de Notas;Escrivania de Paz de Lindóia do Sul
Ofício de Registro Civil e Tabelionato de Notas;Escrivania de Paz
Ofício do Registro Civil e Tabelionato de Notas;Cartório Duarte
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas;Cartório Macieira
Ofício de Registro Civil, Títulos  e Documentos e Pessoas Jurídicas;Registro Civil  de Mafra
1º Tabelionato de Notas e Protestos de Titulos;Tabelionato Plonkoski
2º Tabelionato de Notas e Protesto de Títulos;Cartório de Mafra
1º Ofício do Registro de Imóveis;1ª Circunscrição do Registro de Imóveis
2º Ofício do Registro de  Imóveis 2ª Circunscrição;Carório Shieley Fuchs
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas;Escrivania de Paz e Tabelionato Wiese
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas;Escrivania de Paz e Tabelionato
Ofício de Registro Civil e Tabelionato de Notas;Cartório Ramos
Ofício de Registro Civil Das Pessoas Naturais e Anexos;Registro Civil, Títulos e Documentos e Pessoas Jurídicas
Tabelionato de Notas e Protestos de Títulos;Tabelionato Maravilha
Ofício do Registro de Imóveis;
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas;Escrivania de Paz do Município de Marema
Ofício do Registro Civil e Tabelionato de Notas;Escrivania de Paz de Massaranduba
Ofício de Registro Civil, Títulos e Documentos e Pessoas Jurídicas;
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas - Sapiranga;Meleiro Cartório de Paz de Sapiranga
Tabelionato de Notas e Protesto de Títulos;
Ofício de Registro Civil Das Pessoas Naturais;Escrivania de Paz de Mirim Doce
Ofício do Registro Civil e Imóveis, Títulos e Documentos e Pessoas Jurídicas;Registro Neusa Kehl
Tabelionato de Notas e Protesto de Títulos;Tabelionato Eloisa
Ofício do Registro Civil, Títulos e Documentos e Pessoa Jurídica;Cartório Lizélia
Tabelionato de Notas e Protestos;Tabelionato de Notas e Protesto em Geral
Ofício de Registro de Imóveis;Cartório Eckert
Ofício do Registro Civil e Tabelionato de Notas;Cartório Monte Carlo
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas;Escrivania de Paz de Monte Castelo
Ofício de Registro Civil e Tabelionato de Notas;Cartório de Morro da Fumaça
Ofício de Registro Civil e Tabelionato de Notas;Escrivania de Paz de Morro Grande
Ofício do Registro Civil, Títulos e Documentos e de Imóveis;
Tabelionato de Notas e de Protesto de Títulos;
Ofício de Registro Civil e Tabelionato de Notas;Cartório Viana
Ofício do Registro Civil e Tabelionato de Notas;Cartório Ivone Terezinha Galon Tormen
Ofício de Registro Civil Das Pessoas Naturais  e Tabelionato de Notas;Cartorio Rachadel
Ofício do Registro Civil  e Tabelionato de Notas  - Aguti;
Oficio de Registro Civil e Tabelionato de Notas - Claraíba;Cartório de Claraíba
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas;Escrivania de Paz de Nova Veneza
Ofício do Registro Civil Das Pessoas Naturais- Dist. São Bento Baixo;Escrivania de Paz
Ofício do Registro Civil e Tabelionato de Notas;Cartório Hepfner
Ofício do Registro Civil, Títulos e Documentos e Pessoas Jurídicas;Cartório Marlise Macalossi Burato
Ofício de Registro de Imóveis;Cartório de Registro de Imóveis de Orleans
Tabelionato de Notas e de Protesto de Títulos;Cartório Fenili
Ofício de Registro Civil Das Pessoas Naturais e Anexos;
Ofício de Registro de Imóveis;
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas;Cartório Moreira
Ofício do Registro Civil e Tabelionato de Notas;Escrivania de Paz Santin
Ofício de Registro Civil, Títulos e Documentos e Pessoas Jurídicas;Cartório Beck
1º Tabelionato de Notas e de Protesto de Títulos;Cartório de Tabelionato de Notas
Ofício do Registro de Imóveis;Cartório Tourinho
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas - Dist. de Enseada do Brito;Cartório Enseada
Ofício do Registo Civil e Tabelionato de Notas;Cartório Folador
Ofício de Registro Civil Das Pessoas Naturais e Anexos;Cartório Trebien
Tabelionato de Notas e Protestos  de Títulos;
Ofício do Registro de Imóveis;
Tabelionato de Notas e Protestos;Cartório Wilmar José Wojciechovski
Ofício de Registro de Imóveis;Cartório Jung
Ofício de Registro Civil, Títulos e Documentos e Pessoas Jurídicas;Cartório Prá
Ofício de Registro Civil e Tabelionato de Notas - Nova Cultura;Escrivania de Paz do Distrito de Nova Cultura
Ofício de Registro Civil Das Pessoas Naturais e Tabelionado de Notas;Escrivania de Paz do Município de Paraíso
Ofício de Registro Civil e Tabelionato de Notas;Cartório Lummertz
Escrivania de Paz  e Tabelionato;Cartório Edite Romanini
Ofício de Registro Civil e Tabelionato de Notas;Escrivania de Paz do Município de Paulo Lopes
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas;Escrivania de Paz de Pedras Grandes.
Ofício de Registro Civil e Tabelionato de Notas;Cartório Figueredo
Ofício de Registro Civil e Tabelionato de Notas;
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas;Catório Felácio
Ofício de Registro Civil Das Pessoas Naturais e Anexos;
Tabelionato de Notas e Protesto de Títulos;Cartório Menezes
Ofício de Registro de Imóveis;
Ofício de Registro Civil, Títulos e Documentos e Pessoas Jurídicas;Cartório Grando
Tabelionato  de Notas e Protestos;Ello Serviços Notariais e de Protesto
Ofício de Registro de Imóveis;Cartório Janete
Ofício do Registro Civil e Tabelionato de Notas;Escrivania de Paz
Ofício de Registro Civil e Tabelionato de Notas;Cartório Piratuba
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas;Escrivania de Paz de Planalto Alegre
Ofício de Registro Civil Das Pessoas Naturais e Anexos;Registro Civil de Léa Hoge Hass
Tabelionato de Notas e Protesto de Títulos;Tabelionato Hass
Ofício do Registro de Imóveis;
Ofício de Registro Civil Das Pessoas Naturais e de Interdições e Tutelas;Cartório Colossi
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas;Escrivania de Paz de Ponte Alta do Norte 
Ofício de Registro Civil, Títulos e Documentos e Pessoas Jurídicas;Cartório Poletto
Tabelionato de Notas e Protestos;Tabelionato Correia
Ofício de Registro de Imóveis;
Tabelionato de Notas e Protestos;Cartório Daisy
Ofício de Registro Civil, Imóveis, Tít. e Documentos e Pessoas Jurídicas;Cartório Franciny
Ofício de Registro Civil Das Pessoas Naturais e Anexos;Registro Civil e Anexos
Ofício de Registro de Imóveis;
2º Tabelionato de Notas e Protestos;Tabelionato Costa
Oficío de Registro Civil Das Pessoas Naturais e Tabelionato de Notas - Santa Cruz do Timbó;Distrito de Santa Cruz do Timbó
1º Tabelionato de Notas e Protestos;Cartório João Maria Olinger
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas;Escrivania de Paz do Município de Matos Costa
Ofício de Registro Civil e Tabelionato Notas;Cartório Tabelionato de Notas
Ofício de Registro Civil e Tabelionato de Notas;Cartório Praia Grande
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas;Presidente Castello Branco Cartório de Paz
Ofício de Registro Civil, Imóveis, Tít. e Documentos e Pessoas Jurídicas;Ofícios Registrais
Ofício de Registro Civil e Tabelionato de Notas - Mirador;Escrivania de Paz do Distrito de Mirador 
Tabelionato de Notas e Protesto de Títulos;
Ofício do Registro Civil e Tabelionato de Notas;Cartório Frare
Ofício de Registro Civil Das Pessoas Naturais e Anexos;Cartório Alberti
Ofício de Registro de Imóveis;Cartório de Registro de Imóveis
Tabelionato de Notas e Protesto de Títulos;Tabelionato Quilombo
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas;Cartório de Rancho Queimado
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas;Escrivania de Paz de Rio das Antas 
Ofício do Registro Civil Das Pessoas Naturais e Anexos;
Tabelionato de Notas e Protesto;Tabelionato de Notas e Protesto da Comarca de Rio do Campo
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas;Cartório Minatti   
Ofício de Registro Civil e Tabelionato de Notas;Cartório Rio dos Cedros
Ofício de Registro Civil e Tabelionato de Notas - Cedro Alto;Escrivania de Paz do distrito de Cedro Alto
Ofício de Registro Civil de Pessoas Naturais, de Interdicões e Tutelas e Anexos;Ofício Bazzanella
1º Tabelionato de Notas e Protesto;Cartório Clovis Gaertner
2º Tabelionato de Notas e Protesto;Tabelionato Della Giustina
3º Tabelionato de Notas e Protesto de Títulos;Cartório Sérgio zanella
Ofício de Registro de Imóveis;
Ofício do Registro Civil e Tabelionato de Notas;Escrivania de Paz
Ofício de Registro Civil, Títulos e Documentos e Pessoas Jurídicas;Rio Negrinho Cartório de Registro Civil e Anexos
Ofício de Registro de Imóveis;Rio Negrinho Registro de Imóveis
Tabelionato de Notas e Protesto;Tabelionato Stuhr
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas;Cartório de Registro Civil e Tabelionato de Rio Rufino
Ofício de Registro Civil e Tabelionato de Notas;Cartório Matiello
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas;Escrivania de Paz de Rodeio-SC
Ofício de Registro Civil e Tabelionato de Notas;Cartório de Paz
Oficio de Registro Civil e Tabelionato de Notas;Escrivania de Paz
Ofício de Registro Civil e Tabelionato de Notas;Cartório de Paz
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas;Cartório de Sangão
Ofício do Registro Civil, Títulos e Documentos e Pessoas Jurídicas;
Tabelionato de Notas e Protesto de Títulos;Tabelionato de Santa Cecília
Ofício de Registro de Imóveis;Cartório Schetinger
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas;Escrivania de Paz de Santa Helena
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas;Cartório Ferreira
Ofício de Registro Civil, Imóveis, Títulos e Documentos e Pessoas Jurídicas;Cartório de Registro de Imóveis Trajano 
Tabelionato de Notas e Protesto de Títulos;Tabelionato Fontoura
Ofício do Registro Civil e Tabelionato de Notas;Ofício Andersen
Ofício de Registro Civil, Títulos e Documentos e Pessoas Jurídicas;Cartório Athayde
Tabelionato de Notas e Protestos;Tabelionato Carvalho
Ofício de Registro de Imóveis;Cartório de Registro de Imóveis
Ofício do Registro Civil, Títulos e Documentos e E Pessoas Jurídicas;Cartório Hümmelgen
Tabelionato de Notas e de Protestos;
Ofício de Registro de Imóveis;Registro de Imóveis de São Bento do Sul
Ofício de Registro Civil e Tabelionato de Notas;Cartório Rohling
Ofício de Registro Civil, Títulos e Documentos e Pessoas Jurídicas;
Tabelionato de Notas e de Protesto de Títulos;Tabelionato São Carlos
Ofício de Registro de Imóveis;
Ofício do Registro Civil e Tabelionato de Notas;Escrivania de Paz de São Cristovão do Sul
Ofício de Registro Civil Das Pessoas Naturais e Anexos;
Tabelionato de Notas e Protesto de Títulos;Tabelionato Costa
Ofício de Registro de Imóveis;Cartório de Registro de Imóveis de São Domingos
Ofício de Registro Civil, Títulos e Documentos e Pessoas Jurídicas;Cartório Delair Corrêa Machado de Souza
1º Tabelionato de Notas e Protesto e Ofício de Registro de Imóveis;Cartório Carvalho
2º Tabelionato de Notas e Protesto de Títulos;Cartório Vicari
Ofício de Registro Civil e Tabelionato de Notas - Ubatuba;Cartório Gomes
2º Ofício de Registro de Imóveis;Cartório Camargo
Ofício de Registro Civil Das Pessoas Naturais e Anexos;Ofício Steil
Tabelionato de Notas e Protesto de Títulos;Cartório SJB
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas - Tijipió;Escrivania da Paz do Distrito de Tigipió
Ofício do Registro de Imóveis;
Ofício do Registro Civil e Tabelionato de Notas;Cartório Aguiar
Ofício de Registro Civil e Tabelionato de Notas;Registro Civil e Tabelionato São João do Sul
Ofício do Registro Civil e Tabelionato de Notas;Cartório Antônio Alberto Trajano
Ofício do Registro Civil Títulos  Documentos e Pessoas Jurídicas;
Tabelionato de Notas e de Protestos;Tabelionato Fontanelle
Ofício de Registro de Imóveis;Cartório Flávio Martins
Ofício de Registro Civil Das Pessoas Naturais, Títulos e Documentos e Pessoas Juridicas;Registro Civil Das pessoas Naturais, Juridicas e Títulos e Documentos
Tabelionato de Notas e de Protestos de Títulos;
Ofício de Registro de Imóveis;Cartório de Registro de Imóveis de São José
Ofício de Registro Civil e Tabelionato de Notas - Dist. Barreiros;Escrivania de Paz do Distrito de Barreiros
Ofício do Registro Civil e Tabelionato de Notas - Dist. Campinas;Cartório de Campinas
Ofício do Registro Cívil e Tabelionato de Notas - Colônia Santa Teresa;Cartório Forquilhinha
Tabelionato de Notas e Protestos;Tabelionato Cunha Cesar
Ofício de Registro de Imóveis;Cartório Zimmer
Ofício de Registro Civil, Títulos e Documentos e Pessoas Jurídicas;Cartório Zimmer
Ofício de Registro Civil e Tabelionato de Notas;Cartório Dias Gianesini
Ofício do Registro Civil, Títulos e Documentos e Pessoas Jurídicas;Cartório José Janceski
Tabelionato de Notas, Protestos e Ofício de Registro de Imóveis;Cartório Janczeski
Ofício de Registro Civil e Tabelionato de Notas;Cartório de Paz de São Ludgero
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas;Cartório São Martinho
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas;Serventia de Paz Schwerz
Ofício de Registro Civil, Títulos, Documentos e Pessoas Jurídicas;Cartório do Registro Civil São Miguel D´Oeste
Tabelionato de Notas e Protesto de Títulos;
Ofício do Registro de Imóveis;
Ofício de Registro Civil e Tabelionato de Notas;Cartório Schwers
Ofício de Registro Civil Das Pessoas Naturais e Anexos;
Tabelionato de Notas e Protesto de Títulos;Cartório Squio
Ofício de  Registro de Imóveis;Seara Cartório do Registro de Imóveis
Ofício de Registro Civil e Tabelionato de Notas;Escrivania da Paz
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas;Escrivania de Paz do Município de Siderópolis.
Ofício do Registro Civil, Títulos e Documentos e  Pessoas Jurídicas;Cartório Clezar
Tabelionato de Notas e Protestos de Títulos;Tabelionato Arlindo Rosa
Ofício de Registro de Imóveis;
Ofício do Registro Civil e Tabelionato de Notas;Escrivania de Paz
Ofício de Registro Civil, Títulos e Documentos e Pessoas Jurídicas;Ofício Schwab
1º Tabelionato de Notas e Protesto de Títulos;Cartório  Otte
2º Tabelionato de Notas e Protestos;Cartório Zanella
Ofício do Registro de Imóveis e Hipotecas;
Ofício de Registro Civil, Títulos e Documentos e Pessoas Jurídicas;Tangará Cartório de Registro Civil
Ofício de Registro de Imóveis;
Tabelionato de Notas e Protestos;Tangará Cartório de Notas e Protestos em Geral
Ofício de Registro Civil Das Pessoas Naturais e Anexos;Cartório Baixo
Tabelionato de Notas e Protestos de Títulos;
Ofício de Registro de  Imóveis;
Ofício do Registro Civil e Tabelionato de Notas;Cartório Pessetti
Ofício de Registro Civil Das Pessoas Naturais, Títulos e Documentos e de Pessoas Jurídicas;Cartorio de Registro Civil, Títulos e Documentos de Timbó
Tabelionato de Notas e Protestos;
1º Ofício do Registro de Imóveis;Cartório Iara Maria dos Anjos
2º Ofício do Registro de Imóveis;
Ofício do Registro Civil e Tabelionato de Notas;Escrivania de paz
Ofício de Registro Civil e Tabelionato de Notas;
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas;Escrivania de Paz do Município de Treviso
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas;Cartório Luciano
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas - São Gabriel;Cartório Meurer
Ofício do Registro Civil e Tabelionato de Notas;Cartório Perondi
Ofício de Registro Civil Das Pessoas Naturais e Anexos;
Tabelionato de Notas e Protestos;Cartório Gideon Blaese
Ofício do Registro de Imóveis;Cartório Ordival semmer
Ofício de Registro Civil, Títulos e Documentos e Pessoas Jurídicas;Cartório Cesar Melo
1º Tabelionato de Notas e Protestos;Tabelionato Cabral
2º Tabelionato de Notas e Protesto de Títulos;
1º Ofício de Registro de Imóveis;
2º Ofício de Registro de Imóveis;Cartório Konder Reis
Tabelionato de Protesto de Títulos;Tabelionato  de Protesto de Tubarão
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas;Escrivania de Paz de Tunápolis
Ofício do Registro Civil, Títulos e Documentos de Pessoas Juridica;
Tabelionato de Notas e Protestos de Títulos;Tabelionato de Notas e Protesto
Ofício de Registro de Imóveis;Cartório Marcon
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas;Escrivania de Paz
Ofício de Registro Civil, Pessoas Jurídicas, Títulos e Documentos;Cartório Registro Civcil de Urubici
Tabelionato de Notas e Protestos;Tabelionato de Notas e Protestos
Ofício de Registro de Imóveis;Cartório Registro de Imóveis de Urubici
Ofício de Registro Civil e Tabelionato de Notas;Cartório de Urupema
Ofício do Registro Civil, Títulos e Documentos e Pessoas Jurídicas;
Tabelionato de Notas e Protesto de Títulos;Serventia Notorial e Registral Pereira
Ofício do Registro de Imóveis;
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas;Vargeão Tabelionato de Notas
Ofício do Registro Civil e Tabelionato de Notas;Escrivania de Paz de Vargem
Ofício de Registro Civil e Tabelionato de Notas;Cartório Passarin
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas;Serventia Notorial e Registral de Vidal Ramos
Ofício de Registro Civil, Títulos e Documentos e Pessoas Jurídicas;Cartório Martin
Tabelionato de Notas e Protestos de Títulos;
Ofício de Registro de Imóveis;Ofício Registral de Imóveis de Videira
Ofício de Registro Civil e Tabelionato de Notas - Anta Gorda;Cartório de Paz Anta Gorda
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas - Rio Das Pedras;Serventia de Paz de Rio das Pedras (antiga Lourdes)
Ofício do Registro Civil e Tabelionato de Notas;Ofício Moretti
Ofício do Registro Civil e Tabelionato de Notas;
Ofício de Registro Civil, Títulos e Documentos e Pessoas Jurídicas;Cartório de Registro Civil e Títulos e Documentos
1º Tabelionato de Notas e Protesto de Títulos;Cartório Moroso
Ofício do Registro de Imóveis;Scirea - Ofício de Registro de Imóveis
2º Tabelionato de Notas e Protesto de Títulos;Cartório Tabelionato Sônia Maria Schürhaus Weber
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas;Registro Civil e Tabelionato Bellani
Ofício de Registro Civil Das Pessoas Naturais e Anexos;Xaxim Ofício de Registro Civil
Tabelionato de Notas e Protesto de Títulos;Tabelionato Melo
Ofício de Registro de Imóveis;Registro de Imoveis de Xaxim
Ofício de Registro Civil e Tabelionato de Notas;
Ofício de Registro Civil e Tabelionato de Notas;Cartório Ademir Carvalho
Ofício de Registro Civil Das Pessoas Naturais e Anexos;Cartório Carla de Oliveira Conci
Ofício do Registro Civil e Tabelionato de Notas;Cartório de Paz de Bela Vista do Toldo
Ofício de Registro Civil e Tabelionato de Notas;Jardinópolis Escrivania de Paz
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas;Escrivania de Paz de Frei Rogério
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas;Schroeder Tabelionato e Registro Civil
Ofício de Registro Civil Das Pessoas Naturais e Anexos;Cartório Heusi
1º Tabelionato de Notas e Protesto de Títulos;
2º Tabelionato de Notas e Protestos de Títulos;2º Tabelionato 
3º Tabelionato de Notas e Protestos;Tabelionato Canziani
1º Ofício do Registro de Imóveis;
2º Ofício de Registro de Imóveis;2º Ofício de Registro de Imóveis
Ofício do Registro Civil e Tabelionato de Notas;
Ofício do Registro Civil e Tabelionato de Notas;Escrivania de Paz
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas;Cartório de Paz
Tabelionato de Notas e Protestos;
Ofício de Registro Civil Das Pessoas Naturais e Anexos;
Ofício de Registro Civil e Tabelionato de Notas;Cartório Bizatto
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas;
Ofício de Registro Civil e Tabelionato de Notas;Serventia de Paz
Ofício de Registro Civil e Tabelionato de Notas;Cartório Olívio Baczinski
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas;Tabelionato Jupiá
Ofício  do Registro Civil e Tabelionato de Notas;Cartório Genésio José Clasen
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas;Escrivania de Paz do Município de Princesa
Ofício de Registro Civil Das Pessoas Naturais e Tabelionato de Notas;Registro Civil e Tabelionato Jeremias de Entre Rios
Ofício de Registro Civil Das Pessoas Naturais;Escrivania de Paz de Ermo
Ofício de Registro Civil e Tabelionato  de Notas;Cartório Paial
Ofício de Registro Civil e Tabelionato de Notas;Cartório Fontana
Ofício de Registro Civil Das Pessoas Naturais;Escrivania de Paz de Iomerê
Ofício de Registro Civil Das Pessoas Naturais;Escrivania de Paz de Painel
Ofício do Registro Civil e Tabelionato  de Notas;Cartório Comunello
Ofício de Registro Civil, Títulos e Documentos, Pessoas Jurídicas e Tabelionato de Notas;Cartório do Ofício Único de Amparo de São Francisco
1º Tabelionato de Notas e Protestos;Cartório do 1º Ofício
Ofício de Registro Civil e 2º Ofício de Registro de Imóveis;Cartório  Moisés Machado
1º Ofício de Registro de Imóveis e Tabelionato de Notas;Cartório do 1º Ofício de Aracaju
2º Ofício de Registro Civil e Tabelionato de Notas;Cartório 2º Ofício
3º Tabelionato de Notas e Protestos;Cartório Eduardo Abreu
4º Ofício de Registro Civil e Tabelionato de Notas;Cartório do 4º Ofício
Tabelionato de Notas, Protestos de Títulos e Registro de Imóveis - 2ª Circunscrição;Cartório Aminthas Garcez
6º Tabelionato de Notas e Ofício de Registro Civil e Reg. de Imóveis;Cartório Leônia Gama 6º Ofício de Aracaju
7º Tabelionato de Notas e Ofício de Registro Civil;Cartório João Bezerra
10º Ofício do Registro de Títulos e Documentos;Cartório Vânia de Carvalho Paixão Santos
11º Ofício de Registro de Imóveis;11º Ofício de Aracaju
12º Ofício de Registro Civil Das Pessoas Naturais;Cartório do 12º Ofício
13º Ofício de Registro Civil Das Pessoas Naturais;Cartório do 13º ofício
14º Ofício de Registro Civil Das Pessoas Naturais;Cartório do Registro Civil do 14º Ofício
15º Ofício do Registro Civil Das Pessoas Naturais;Cartório do 15º Ofício
8º Tabelionato de Notas e Ofício de Registro Civil Das Pessoas Naturais;Cartório Pierete
2º Ofício de Registro Civil, Imóveis, Títulos e Documentos e Pessoas Jurídicas;
1º Tabelionato de Notas e Protestos;Cartório do 1º Ofício
2º Ofício de Registro Civil Das Pessoas Naturais e Anexos;
1º Ofício;Cartório do 1º Ofício de Notas e Protestos
1º Ofício de Registro de Imóveis e Tabelionato de Protesto de Títulos;Boquim Cartório do 1º Ofício
2º Ofício de Registro Civil, Tabelionato de Notas e Anexos;Cartório do 2º Ofício
Cartório do Ofício Único;Cartório do Registro Civil
2º Ofício de Registro Civil Das Pessoas Naturais e Anexos;Cartório do 2º Ofício
1º Tabelionato de Notas e Protesto de Títulos;1º Ofício de Notas e Protestos
Ofício de Registro Civil Das Pessoas Naturais e Anexos;Ofício Único Distrito de Canhoba
1º Tabelionato de Notas e Protesto;Cartório do 1º Ofício
2º Ofício do Registro Civil e Registro de Imóveis;Cartório Cláudio Meireles
1º Tabelionato de Notas e Protesto de Títulos;Cartório do 1º Ofício
2º Ofício de Registro Civil Das Pessoas Naturais e Anexos;Cartório do 2º Ofício de Capela
1º Tabelionato de Notas e Anexos;1º Ofício
2º Ofício de Registro Civil Das Pessoas Naturais e Anexos;2º Ofício de Carira
1º Tabelionato de Notas e de Protestos de Títulos;Cartório do 1º Ofício Fernanda Menezes Barbosa
2º Ofício de Registro Civil Das Pessoas Naturais e Anexos;Serviço Registral Iago Bispo
1º Ofício de Registro de Imóveis e Tabelionato de Notas e Protesto;Cartório 1º Ofício José Soares
2º Ofício de Registro Civil Das Pessoas Naturais e Anexos;Cartório do 2º Ofício da Comarca de Cedro de São João
1º Ofício de Registro de Imóveis e Tabelionato de Notas e Protestos;"Serventia Notarial Leal Soares "
2º Ofício do Registro Civil, Tabelionato de Notas e Reg. de Títulos e Documentos;Cartório do 2º Ofício de Cristinápolis
Ofício de Registro Civil Das Pessoas Naturaie e Anexos;Cartório Ofício Ùnico Distrito de Cumbe
Ofício Único;Cartório do Ofício Único de Divina Pastora
1º Tabelionato de Notas e Protestos de Títulos;Cartório Marlon Abreu Lima
2º Ofício de Registro Civil Das Pessoas Naturais e Anexos;Cartório do 2º Ofício
1º Tabelionato de Notas e de Protestos de Títulos;1º Ofício de Notas e Protestos de Títulos
2º Ofício de Registro Civil, Imóveis, Tít. e Documentos e Pessoas Jurídicas;Cartório do 2º Ofício
2º Ofício de Registro Civil, Tít. e Documentos, Pessoas Jurídicas e Tabelionato de Notas;Cartório do 2º Ofício
1º Ofício de Registro de Imóveis e Tabelionato de Notas e Protestos;Cartório do 1º Ofício
Ofício de Registro Civil Das Pessoas Naturais e Anexos;Cartório do Ofício Único de General Maynard-SE
Ofício Único;Cartório Frederico Cianni
Ofício Único;Cartório Ofício Único de Ilha das Flores
Ofício de Registro Civil Das Pessoas Naturais e Anexos;Cartório do Ofício Único do Distrito de Indiaroba
1º Tabelionato de Notas e Ofício de Registro de Imóveis;Cartório do 1º Ofício de Notas e Registro de Imóveis
2º Tabelionato de Notas;Cartório Zeca Mesquita
3º Ofício de Registro Civil, Títulos e Documentos e Pessoas Jurídicas;Cartório do Registro Civil e Títulos e Documentos
1º Ofício de Registro de Imóveis e Tabelionato Notas e Protestos;Cartório Joaquim Gomes
2º Ofício de Registro Civil Das Pessoas Naturais e Anexos;
Ofício de Registro Civil Das Pessoas Naturais e Anexos;Cartório do Ofício Único de Itabi-SE
Ofício do Registro Civil, Tab. de Notas e Ofício do Registro de Títulos e Documentos;Cartório do Ofício Único de Itabi
1º Ofício de Registro de Imóveis e Tabelionato de Notas e Protesto;Cartório Violeta Batista Curvelo
2º Ofício de Registro Civil, Títulos e Documentos, Pessoas Jurídicas e Tabelionato de Notas;2º Ofício da Comarca de Itaporanga d´Ajuda
1º Tabelionato de Notas, Protesto de Títulos  e Registro de Imóveis;Cartório Eduardo Cabral
2º Ofício de Registro Civil e Títulos e Documentos;Cartório do 2º Ofício
Ofício Único;Cartório Japoatã
1º Tabelionato de Notas e Ofício de Registro de Imóveis;Cartório Ananias Libório
2º Tabelionato de Notas;
2º Ofício de Registro Civil Das Pessoas Naturais e Anexos;Cartório do 2º Ofício de lagarto
1º Ofício de Registro de Imóveis e Tabelionato de Notas e Protestos;
2º Ofício de Registro Civil, Imóveis, Tít. e Documentos e Pessoas Jurídicas;Cartório Alenir Vieira
Ofício de Registro Civil Das Pessoas Naturais e Anexos;Cartório do Ofício Único 
Ofício de Registro Civil e Tabelionato de Notas e Anexos;
Ofício Único;Cartório do Ofício Único
1º Ofício;Cartório do 1º Ofício
